Company Name,Primary Category,Vendor Scale,Local Vendor Priority,Address,City,State,Phone,Website,Latitude,Longitude,Map Status,Priority,Verification Status,Source URL,Notes,Oilfield Specific Fit,Location Role / Satellite Type,Expansion Source,Original Latitude,Original Longitude,Map Offset Applied,Duplicate Cleanup Action,Address Completeness,Hover Separation Group,Hover Group Size,Map Behavior
Buffalo Drilling Co Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,10440 Main St #2,Clarence,NY,(716) 759-7821,https://buffalodrilling.com/,42.9805576,-78.5989550,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15579632878841969962,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,42.980558|-78.598955,1,Single marker; tooltip opens on click
Calfrac Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2996 Teller Ct,Grand Junction,CO,(970) 248-9890,http://www.calfrac.com/,39.0758813,-108.4978164,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=2580442873216398039,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,39.075881|-108.497816,1,Single marker; tooltip opens on click
Capstone Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,15574 AL-216,Brookwood,AL,(205) 554-0448,,33.2561480,-87.3325940,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=14578215242818467198,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,33.256148|-87.332594,1,Single marker; tooltip opens on click
Centre Drilling Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,935 Walton St,Philipsburg,PA,(814) 342-6096,http://www.facebook.com/centredrilling,40.8878450,-78.2301510,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15916668269273365602,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; point_of_interest; store.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.887845|-78.230151,1,Single marker; tooltip opens on click
Cinco Oilfield Services Llc,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,1200 N Front St,Fort Stockton,TX,(432) 336-8099,,30.8960603,-102.8997673,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=9678877232255286686,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.896060|-102.899767,1,Single marker; tooltip opens on click
CJ's Well Service Inc.,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,1115 Rocklick Br Rd,Keen Mountain,VA,(276) 498-7913,,37.2067336,-81.9760641,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10257723161121530671,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; oilfield services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,37.206734|-81.976064,1,Single marker; tooltip opens on click
CNC Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,503 Park Rd,Frierson,LA,(318) 584-7099,http://www.cncoilfield.com/,32.2232391,-93.7139906,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10913104001076865574,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; oilfield supply pumps equipment rental; well service field services production support; engine compressor repair service oil gas. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,32.223239|-93.713991,1,Single marker; tooltip opens on click
Combs Well Service,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,5745 FM2494,Athens,TX,(903) 681-4255,http://www.combswellservice.com/,32.1759152,-95.8884373,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=285399267286425474,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,32.175915|-95.888437,1,Single marker; tooltip opens on click
Crudewell Drilling Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,3088 US-127,Albany,KY,(606) 387-7083,,36.7393151,-85.1352810,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=10960058587675281263,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.739315|-85.135281,1,Single marker; tooltip opens on click
Diamond G Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,3300 W Dickinson Blvd,Fort Stockton,TX,(432) 336-8280,,30.8946810,-102.9166379,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=11174244275331460474,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; oilfield supply pumps equipment rental; well service field services production support. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,30.894681|-102.916638,1,Single marker; tooltip opens on click
Downhole Tool Service,Drilling / Downhole / Fluids,Google Places discovery lead,High,12670 County Rd 25 1/2,Fort Lupton,CO,(970) 339-9500,,40.1837328,-104.8195123,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15537812733257005984,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: drilling workover wireline cementing services; oilfield supply pumps equipment rental; well service field services production support; pump and supply artificial lift production equipment. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.183733|-104.819512,1,Single marker; tooltip opens on click
Drilling Equipment Resources,Drilling / Downhole / Fluids,Google Places discovery lead,High,5153 S 94th E Ave,Tulsa,OK,(918) 895-6759,http://drillingequipmentresources.com/,36.0877532,-95.8719863,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=2367201140282592520,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; drilling workover wireline cementing services; oilfield supply pumps equipment rental; pump and supply artificial lift production equipment. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.087753|-95.871986,1,Single marker; tooltip opens on click
Drilling Fluids Technology,Drilling / Downhole / Fluids,Google Places discovery lead,High,106 Panel,Elk City,OK,(580) 225-1009,https://www.dftonline.com/,35.3972856,-99.4341230,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=3856869475121819869,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: drilling workover wireline cementing services; gas compression processing measurement methane services; oilfield supply pumps equipment rental; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,35.397286|-99.434123,1,Single marker; tooltip opens on click
Dynamic Drilling Fluids,Drilling / Downhole / Fluids,Google Places discovery lead,High,7661 TX-35,Bay City,TX,(979) 244-4180,,29.0053159,-95.9041636,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=4619924705967956893,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; oilfield supply pumps equipment rental; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services; pump and supply artificial lift production equipment; engine compressor repair service oil gas. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,29.005316|-95.904164,1,Single marker; tooltip opens on click
Eastern Colorado Well Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,8341 Co Rd 19,Fort Lupton,CO,(303) 833-3131,,40.1220100,-104.8870720,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=14645944087235914153,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; water hauling environmental disposal oil gas; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.122010|-104.887072,1,Single marker; tooltip opens on click
Eastern Oil Well Services Co,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,US-119,Arnoldsburg,WV,(304) 655-8584,,38.8001611,-81.1016327,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=9366794333545472060,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: well service field services production support; gasfield natural gas well services; oilfield services; drilling workover wireline cementing services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,38.800161|-81.101633,1,Single marker; tooltip opens on click
Excel Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,16977 Frontage Rd,Bozeman,MT,(406) 994-0092,,45.8045589,-111.2309167,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=1257636485717850817,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,45.804559|-111.230917,1,Single marker; tooltip opens on click
Express Well Services & Supply Inc,Supply / Equipment / Artificial Lift,Google Places discovery lead,High,1110 Hwy 40,Victoria,KS,(785) 735-9405,,38.8469148,-99.1459190,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=16152686614363327554,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing; gasfield natural gas well services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,38.846915|-99.145919,1,Single marker; tooltip opens on click
F & H Drilling Services Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,W State Hwy 66,Elk City,OK,(580) 225-1781,,35.4110482,-99.4442173,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=14252253226894207622,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; well service field services production support; mobile well testing hydro testing pressure testing. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,35.411048|-99.444217,1,Single marker; tooltip opens on click
Full Throttle Oilfield Services,Completions / Well Service / Pressure Pumping,Google Places discovery lead,High,2770 8th Ave,Garden City,CO,(970) 339-9400,https://fullthrottleoil.com/,40.3928281,-104.6908068,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=15257879569955099065,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: oilfield services; gasfield natural gas well services; gas compression processing measurement methane services; oilfield supply pumps equipment rental; engine compressor repair service oil gas. Places types: establishment; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.392828|-104.690807,1,Single marker; tooltip opens on click
Funk's Drilling Co Inc,Drilling / Downhole / Fluids,Google Places discovery lead,High,108 Quillen Ave SE,Coeburn,VA,(276) 395-3392,http://funkdrilling.com/,36.9421099,-82.4625144,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=1894914207983580733,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: drilling workover wireline cementing services; gasfield natural gas well services; well service field services production support; NDT inspection tubular pipeline integrity services; oilfield services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; oilfield supply pumps equipment rental; water hauling environmental disposal oil gas; pump and supply artificial lift production equipment. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,36.942110|-82.462514,1,Single marker; tooltip opens on click
G & J Drilling,Drilling / Downhole / Fluids,Google Places discovery lead,High,65351 Pigeon Gap Rd,Cambridge,OH,(740) 439-2568,,40.0512292,-81.6106557,Google Places discovery exact map location; provider fit screened for oil/gas terms,High,Google Places Details enriched 2026-06-25; company-source verification still recommended before base-list merge,https://maps.google.com/?cid=17458474385535630188,Promoted from nationwide Google Places discovery batch 1. Discovery score 110; matched themes: gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services. Places types: establishment; general_contractor; point_of_interest.,Strong Google Places oil/gas provider fit; company-source verification still recommended,Google Places discovered provider location,Nationwide Google Places discovery batch 1 2026-06-25,,,,Skipped if normalized company name or same geocoded company location already existed in live data,Public street address / Google Places geocode,40.051229|-81.610656,1,Single marker; tooltip opens on click
